time;V(/V1in);V(/Vc);
0.0266822;0.106625;2.55274;
0.0266905;0.0649299;2.53225;
0.0267005;0.0149316;2.50745;
0.0267084;-0.0245389;2.4877;
0.0267169;-0.0668568;2.46635;
0.026726;-0.112155;2.44329;
0.0267343;-0.153869;2.42188;
0.0267428;-0.1965;2.39982;
0.0267509;-0.236966;2.37871;
0.0267609;-0.286897;2.35243;
0.0267689;-0.326827;2.33124;
0.0267771;-0.367375;2.30956;
0.0267856;-0.409853;2.28666;
0.0267944;-0.453564;2.26291;
0.026802;-0.4918;2.24198;
0.0268103;-0.532819;2.21936;
0.0268194;-0.578134;2.19417;
0.0268279;-0.620431;2.17047;
0.0268367;-0.663651;2.14606;
0.0268446;-0.703157;2.12358;
0.0268546;-0.752624;2.09521;
0.0268627;-0.792598;2.07209;
0.026871;-0.83321;2.04844;
0.0268794;-0.874653;2.02413;
0.0268894;-0.923837;1.99504;
0.0268974;-0.963172;1.97159;
0.0269058;-1.00456;1.94675;
0.0269152;-1.05026;1.9191;
0.0269235;-1.09083;1.89437;
0.0269319;-1.13217;1.86898;
0.0269401;-1.17188;1.84443;
0.0269501;-1.22043;1.81417;
0.026958;-1.25863;1.79018;
0.0269663;-1.29855;1.76494;
0.0269748;-1.33964;1.73878;
0.0269834;-1.38117;1.71215;
0.0269912;-1.41867;1.68793;
0.0269995;-1.45812;1.66228;
0.0270091;-1.50401;1.63222;
0.0270175;-1.54434;1.6056;
0.0270262;-1.58539;1.57831;
0.0270342;-1.62357;1.55275;
0.0270442;-1.67077;1.52091;
0.0270521;-1.70797;1.49564;
0.0270604;-1.74662;1.4692;
0.0270689;-1.78645;1.44176;
0.0270776;-1.82681;1.41376;
0.0270853;-1.86304;1.38846;
0.0270936;-1.9012;1.36163;
0.0271031;-1.94515;1.33049;
0.0271116;-1.98413;1.30268;
0.0271202;-2.02379;1.27417;
0.0271283;-2.06051;1.24759;
0.0271383;-2.10597;1.21445;
0.0271462;-2.14189;1.18806;
0.0271544;-2.17886;1.16072;
0.0271629;-2.21711;1.13223;
0.0271716;-2.25601;1.10306;
0.0271794;-2.29061;1.07692;
0.0271876;-2.32713;1.04916;
0.027197;-2.36857;1.01742;
0.0272055;-2.40588;0.988629;
0.0272142;-2.44382;0.959135;
0.0272222;-2.47874;0.931802;
0.0272322;-2.52204;0.897651;
0.0272402;-2.55645;0.870301;
0.0272484;-2.59133;0.842388;
0.0272569;-2.62767;0.813105;
0.0272656;-2.66486;0.782913;
0.0272733;-2.69732;0.756368;
0.0272816;-2.73194;0.727866;
0.0272907;-2.77015;0.696179;
0.0272992;-2.8055;0.66663;
0.027308;-2.84145;0.636356;
0.0273159;-2.8742;0.608578;
0.0273259;-2.91496;0.573721;
0.027334;-2.94769;0.545513;
0.0273422;-2.98079;0.516785;
0.0273507;-3.0145;0.487299;
0.0273596;-3.05014;0.455894;
0.0273672;-3.08024;0.429162;
0.0273755;-3.11276;0.400074;
0.0273844;-3.14739;0.368865;
0.0273929;-3.18042;0.338848;
0.0274017;-3.21401;0.308087;
0.0274096;-3.24432;0.280112;
0.0274196;-3.2822;0.244855;
0.0274278;-3.31293;0.216008;
0.0274361;-3.344;0.186621;
0.0274444;-3.37482;0.15723;
0.0274544;-3.41154;0.121903;
0.0274623;-3.44018;0.0941087;
0.0274708;-3.47079;0.0641749;
0.0274798;-3.50302;0.0323783;
0.0274881;-3.53271;0.00283719;
0.0274967;-3.56281;-0.0273702;
0.0275048;-3.59106;-0.0559538;
0.0275148;-3.62567;-0.0913011;
0.0275228;-3.6532;-0.119676;
0.0275309;-3.68093;-0.148507;
0.0275394;-3.70952;-0.178486;
0.0275482;-3.73888;-0.209551;
0.0275559;-3.76416;-0.236534;
0.0275641;-3.79119;-0.265637;
0.0275732;-3.82043;-0.297417;
0.0275817;-3.84781;-0.327467;
0.0275904;-3.87555;-0.358195;
0.0275984;-3.90056;-0.386168;
0.0276084;-3.93165;-0.421292;
0.0276165;-3.95664;-0.449824;
0.0276248;-3.9818;-0.478832;
0.0276331;-4.00697;-0.50813;
0.0276431;-4.03668;-0.543092;
0.0276511;-4.05998;-0.570817;
0.0276595;-4.08451;-0.6003;
0.0276687;-4.11079;-0.632228;
0.027677;-4.13435;-0.661182;
0.0276856;-4.15814;-0.690718;
0.0276937;-4.18056;-0.718869;
0.0277037;-4.20778;-0.753449;
0.0277116;-4.22913;-0.780905;
0.0277198;-4.25081;-0.809086;
0.0277283;-4.27308;-0.83838;
0.0277371;-4.29555;-0.868286;
0.0277448;-4.31526;-0.894833;
0.027753;-4.33592;-0.92297;
0.0277624;-4.35894;-0.954753;
0.0277709;-4.3796;-0.983651;
0.0277796;-4.40039;-1.01311;
0.0277876;-4.41928;-1.04022;
0.0277976;-4.44244;-1.07396;
0.0278056;-4.46069;-1.10092;
0.0278137;-4.47893;-1.12824;
0.0278222;-4.49767;-1.15669;
0.027831;-4.51669;-1.18601;
0.0278387;-4.53299;-1.21149;
0.0278469;-4.55024;-1.23885;
0.027856;-4.56882;-1.26878;
0.0278645;-4.58598;-1.29688;
0.0278732;-4.60319;-1.32553;
0.0278812;-4.61859;-1.35159;
0.0278912;-4.63751;-1.3842;
0.0278993;-4.65253;-1.41056;
0.0279076;-4.6675;-1.43729;
0.027916;-4.68237;-1.46432;
0.027926;-4.69967;-1.49643;
0.0279339;-4.71312;-1.5219;
0.0279424;-4.72706;-1.54881;
0.0279516;-4.7419;-1.57809;
0.0279599;-4.75493;-1.60436;
0.0279684;-4.7679;-1.63108;
0.0279766;-4.77999;-1.65656;
0.0279866;-4.79442;-1.68771;
0.0279945;-4.80553;-1.71229;
0.0280027;-4.8167;-1.73762;
0.0280112;-4.82795;-1.76379;
0.0280199;-4.83906;-1.79034;
0.0280277;-4.84871;-1.814;
0.0280359;-4.85859;-1.83893;
0.0280454;-4.86951;-1.86731;
0.0280538;-4.87897;-1.89273;
0.0280625;-4.88827;-1.91855;
0.0280705;-4.89655;-1.94234;
0.0280805;-4.90642;-1.97178;
0.0280885;-4.91394;-1.99512;
0.0280967;-4.92131;-2.01886;
0.0281052;-4.92866;-2.04351;
0.0281139;-4.93583;-2.06866;
0.0281217;-4.94185;-2.09073;
0.0281299;-4.94795;-2.11415;
0.0281391;-4.95437;-2.1402;
0.0281476;-4.95993;-2.16407;
0.0281563;-4.96524;-2.18831;
0.0281643;-4.96978;-2.21044;
0.0281743;-4.97502;-2.23792;
0.0281824;-4.97888;-2.25989;
0.0281906;-4.98247;-2.28208;
0.028199;-4.98583;-2.30483;
0.0282079;-4.98897;-2.32852;
0.0282155;-4.99136;-2.34875;
0.0282238;-4.99362;-2.37051;
0.0282327;-4.99567;-2.39386;
0.0282413;-4.99727;-2.41597;
0.02825;-4.99852;-2.43844;
0.0282579;-4.99933;-2.4587;
0.0282679;-4.9999;-2.48398;
0.0282761;-4.99999;-2.50443;
0.0282844;-4.99975;-2.52507;
0.0282928;-4.99915;-2.54562;
0.0283028;-4.99798;-2.57003;
0.0283106;-4.9967;-2.58911;
0.0283191;-4.99499;-2.6094;
0.0283282;-4.99275;-2.6309;
0.0283365;-4.99033;-2.65052;
0.028345;-4.9875;-2.67039;
0.0283531;-4.98448;-2.68907;
0.0283631;-4.98029;-2.71189;
0.0283711;-4.97658;-2.72995;
0.0283793;-4.97249;-2.74813;
0.0283878;-4.96784;-2.76698;
0.0283966;-4.96268;-2.78619;
0.0284043;-4.95785;-2.80282;
0.0284125;-4.95234;-2.8205;
0.0284216;-4.94586;-2.83982;
0.0284301;-4.93943;-2.85766;
0.0284389;-4.93248;-2.8757;
0.0284468;-4.92579;-2.89201;
0.0284568;-4.91696;-2.9122;
0.0284649;-4.90945;-2.92833;
0.0284732;-4.90149;-2.94454;
0.0284816;-4.89301;-2.9609;
0.0284916;-4.88248;-2.98007;
0.0284996;-4.87369;-2.99521;
0.028508;-4.86409;-3.01096;
0.0285174;-4.85307;-3.02813;
0.0285257;-4.8429;-3.04318;
0.0285341;-4.83218;-3.05834;
0.0285423;-4.82154;-3.07271;
0.0285523;-4.80806;-3.09004;
0.0285602;-4.79709;-3.1035;
0.0285684;-4.78528;-3.11738;
0.028577;-4.77276;-3.13147;
0.0285856;-4.75972;-3.14553;
0.0285934;-4.74761;-3.15804;
0.0286017;-4.73453;-3.17103;
0.0286112;-4.71888;-3.18589;
0.0286197;-4.70471;-3.19876;
0.0286284;-4.6899;-3.21166;
0.0286364;-4.67577;-3.22347;
0.0286464;-4.65783;-3.23783;
0.0286543;-4.64331;-3.24896;
0.0286626;-4.62788;-3.26033;
0.0286711;-4.6116;-3.27186;
0.0286797;-4.59469;-3.28334;
0.0286875;-4.57918;-3.29346;
0.0286958;-4.56249;-3.30393;
0.0287053;-4.54284;-3.31575;
0.0287138;-4.52496;-3.32604;
0.0287224;-4.50637;-3.33629;
0.0287305;-4.4888;-3.3456;
0.0287405;-4.46655;-3.35686;
0.0287484;-4.44856;-3.36557;
0.0287566;-4.42972;-3.37433;
0.0287651;-4.4098;-3.38319;
0.0287738;-4.38912;-3.392;
0.0287816;-4.37039;-3.39964;
0.0287898;-4.35024;-3.40752;
0.0287992;-4.32698;-3.4162;
0.0288077;-4.30554;-3.42381;
0.0288164;-4.28331;-3.43134;
0.0288244;-4.26249;-3.43806;
0.0288344;-4.23614;-3.44613;
0.0288424;-4.21475;-3.45234;
0.0288505;-4.19275;-3.45842;
0.028859;-4.16939;-3.46455;
0.0288678;-4.14501;-3.47061;
0.0288755;-4.12342;-3.47568;
0.0288837;-4.09995;-3.48091;
0.0288928;-4.07372;-3.4864;
0.0289014;-4.04887;-3.49128;
0.0289101;-4.02314;-3.49601;
0.028918;-3.99934;-3.5001;
0.028928;-3.96913;-3.50491;
0.0289361;-3.94438;-3.50856;
0.0289444;-3.91893;-3.51203;
0.0289528;-3.89269;-3.51533;
0.0289628;-3.86111;-3.51892;
0.0289708;-3.83557;-3.52155;
0.0289792;-3.80835;-3.52408;
0.0289885;-3.778;-3.52657;
0.0289969;-3.75066;-3.52854;
0.0290053;-3.72247;-3.5303;
0.0290135;-3.69511;-3.53175;
0.0290235;-3.66125;-3.5332;
0.0290314;-3.63424;-3.5341;
0.0290396;-3.6058;-3.53481;
0.0290482;-3.57616;-3.53529;
0.0290568;-3.54582;-3.53551;
0.0290646;-3.5182;-3.53548;
0.0290729;-3.48881;-3.53522;
0.0290824;-3.45438;-3.53461;
0.0290909;-3.42363;-3.53381;
0.0290995;-3.39197;-3.53272;
0.0291076;-3.36228;-3.53147;
0.0291176;-3.3251;-3.5296;
0.0291255;-3.29543;-3.52787;
0.0291337;-3.26441;-3.52584;
0.0291423;-3.23204;-3.52349;
0.0291509;-3.19882;-3.52083;
0.0291587;-3.16881;-3.51821;
0.0291669;-3.13685;-3.51522;
0.0291764;-3.09987;-3.51148;
0.0291849;-3.06647;-3.50786;
0.0291936;-3.03213;-3.5039;
0.0292016;-3.00008;-3.5;
0.0292116;-2.95994;-3.49483;
0.0292196;-2.92776;-3.49046;
0.0292277;-2.89455;-3.48574;
0.0292362;-2.85972;-3.48058;
0.029245;-2.82381;-3.47503;
0.0292527;-2.79179;-3.46989;
0.029261;-2.75753;-3.46418;
0.0292702;-2.7187;-3.45748;
0.0292787;-2.68292;-3.45107;
0.0292874;-2.64614;-3.44426;
0.0292954;-2.6121;-3.43776;
0.0293054;-2.56933;-3.42933;
0.0293135;-2.53481;-3.42232;
0.0293216;-2.49954;-3.41496;
0.0293301;-2.46272;-3.40707;
0.0293389;-2.42431;-3.39862;
0.0293466;-2.39083;-3.39108;
0.0293548;-2.3545;-3.38271;
0.0293638;-2.31474;-3.37333;
0.0293723;-2.27682;-3.36417;
0.0293811;-2.23785;-3.35454;
0.029389;-2.20222;-3.34555;
0.029399;-2.15722;-3.33395;
0.0294072;-2.12043;-3.32426;
0.0294155;-2.08284;-3.31417;
0.0294238;-2.04477;-3.30377;
0.0294338;-1.99904;-3.29101;
0.0294417;-1.96266;-3.28067;
0.0294502;-1.92369;-3.2694;
0.0294593;-1.88146;-3.25698;
0.0294677;-1.84278;-3.2454;
0.0294762;-1.80312;-3.23333;
0.0294843;-1.7652;-3.22162;
0.0294943;-1.71834;-3.20689;
0.0295023;-1.68086;-3.19492;
0.0295104;-1.64236;-3.18246;
0.029519;-1.60206;-3.16922;
0.0295277;-1.56062;-3.15541;
0.0295354;-1.52386;-3.14299;
0.0295437;-1.48458;-3.12954;
0.0295529;-1.44033;-3.11419;
0.0295614;-1.39955;-3.09984;
0.0295701;-1.35775;-3.08493;
0.0295781;-1.31921;-3.07102;
0.0295881;-1.27092;-3.05335;
0.0295962;-1.232;-3.03891;
0.0296043;-1.19234;-3.02404;
0.0296128;-1.15117;-3.00842;
0.0296216;-1.10817;-2.9919;
0.0296293;-1.07092;-2.97744;
0.0296375;-1.03055;-2.96159;
0.0296465;-0.986655;-2.94417;
0.029655;-0.944775;-2.92735;
0.0296638;-0.901834;-2.90991;
0.0296717;-0.862721;-2.89386;
0.0296817;-0.813428;-2.87341;
0.0296899;-0.773186;-2.85652;
0.0296982;-0.732168;-2.83913;
0.0297065;-0.690853;-2.82145;
0.0297165;-0.641299;-2.8;
0.0297244;-0.60207;-2.78284;
0.0297329;-0.560048;-2.76429;
0.029742;-0.514856;-2.74414;
0.0297503;-0.473353;-2.72545;
0.0297588;-0.430899;-2.70615;
0.0297669;-0.390498;-2.68761;
0.0297769;-0.340632;-2.66451;
0.0297849;-0.300772;-2.64586;
0.0297931;-0.260123;-2.62668;
0.0298016;-0.217565;-2.60641;
0.0298104;-0.173804;-2.58539;
0.0298181;-0.135317;-2.56674;
0.0298263;-0.0941088;-2.54661;
0.0298355;-0.048241;-2.524;
0.029844;-0.00566699;-2.50283;
0.0298527;0.037874;-2.48099;
0.0298607;0.0778015;-2.4608;
0.0298707;0.127791;-2.43529;
0.0298788;0.168127;-2.41452;
0.029887;0.209139;-2.39324;
0.0298954;0.251273;-2.37121;
0.0299043;0.29586;-2.34769;
0.0299119;0.333902;-2.32747;
0.0299202;0.375188;-2.30536;
0.0299291;0.419527;-2.28142;
0.0299377;0.462027;-2.25829;
0.0299464;0.505507;-2.23444;
0.0299543;0.544996;-2.21261;
0.0299643;0.59467;-2.18492;
0.0299725;0.635218;-2.16214;
0.0299808;0.676459;-2.13879;
0.0299892;0.717691;-2.11527;
0.0299992;0.767137;-2.08683;
0.030007;0.806014;-2.0643;
0.0300155;0.847767;-2.03992;
0.0300245;0.892147;-2.01381;
0.0300329;0.933209;-1.98947;
0.0300414;0.975126;-1.96444;
0.0300495;1.01477;-1.94059;
0.0300595;1.06367;-1.91094;
0.0300675;1.10283;-1.88702;
0.0300757;1.14254;-1.86259;
0.0300842;1.18387;-1.83698;
0.030093;1.22653;-1.81035;
0.0301006;1.26361;-1.78704;
0.0301089;1.30349;-1.76181;
0.0301179;1.3471;-1.73401;
0.0301264;1.38812;-1.70767;
0.0301352;1.42999;-1.68059;
0.0301431;1.46809;-1.65577;
0.0301531;1.51581;-1.62445;
0.0301612;1.55446;-1.59889;
0.0301695;1.59367;-1.57278;
0.0301779;1.63334;-1.54619;
0.0301879;1.68051;-1.51431;
0.0301959;1.71795;-1.48883;
0.0302043;1.75757;-1.46168;
0.0302135;1.80065;-1.43194;
0.0302218;1.83941;-1.40498;
0.0302304;1.87887;-1.37735;
0.0302385;1.91651;-1.35081;
0.0302485;1.96259;-1.31807;
0.0302564;1.99903;-1.29199;
0.0302646;2.03655;-1.26496;
0.0302731;2.07538;-1.23678;
0.0302818;2.11484;-1.20795;
0.0302896;2.15;-1.18208;
0.0302978;2.1871;-1.1546;
0.0303073;2.22929;-1.12312;
0.0303157;2.26721;-1.09462;
0.0303244;2.30579;-1.06541;
0.0303324;2.34132;-1.03832;
0.0303424;2.38538;-1.00447;
0.0303504;2.42038;-0.977381;
0.0303586;2.45594;-0.949671;
0.0303671;2.49295;-0.920625;
0.0303758;2.53081;-0.890702;
0.0303836;2.56396;-0.864314;
0.0303918;2.59925;-0.836025;
0.030401;2.63837;-0.804441;
0.0304095;2.67443;-0.775101;
0.0304182;2.71112;-0.745037;
0.0304262;2.74459;-0.717407;
0.0304362;2.78624;-0.682752;
0.0304443;2.81965;-0.654745;
0.0304525;2.85343;-0.626218;
0.0304609;2.88798;-0.596829;
0.0304698;2.92426;-0.565726;
0.0304774;2.9551;-0.5391;
0.0304857;2.98838;-0.510165;
0.0304946;3.02395;-0.479002;
0.0305032;3.05781;-0.449093;
0.0305119;3.09226;-0.418436;
0.0305198;3.12337;-0.39054;
0.0305298;3.16226;-0.355383;
0.030538;3.19379;-0.326633;
0.0305463;3.22568;-0.297339;
0.0305547;3.25739;-0.267984;
0.0305647;3.29516;-0.232718;
0.0305725;3.32468;-0.204923;
0.030581;3.35618;-0.175032;
0.03059;3.38947;-0.143171;
0.0305984;3.42005;-0.113663;
0.0306069;3.45107;-0.083485;
0.030615;3.48024;-0.0548832;
0.030625;3.51596;-0.0195301;
0.030633;3.54435;0.00881783;
0.0306412;3.57297;0.0376257;
0.0306497;3.60258;0.0676793;
0.0306585;3.63291;0.0987471;
0.0306661;3.65912;0.125818;
0.0306744;3.68711;0.154965;
0.0306834;3.71755;0.18695;
0.030692;3.74593;0.217052;
0.0307007;3.77468;0.247836;
0.0307086;3.80068;0.275916;
0.0307186;3.83298;0.311149;
0.0307268;3.85891;0.339722;
0.030735;3.88504;0.368775;
0.0307434;3.91129;0.398248;
0.0307534;3.94224;0.433357;
0.0307614;3.96662;0.461303;
0.0307698;3.99221;0.49091;
0.0307791;4.01984;0.523226;
0.0307874;4.04444;0.552303;
0.0307959;4.06928;0.581963;
0.030804;4.0928;0.610329;
0.030814;4.12131;0.645122;
0.0308219;4.14363;0.672663;
0.0308302;4.16646;0.701139;
0.0308387;4.18986;0.730635;
0.0308474;4.2134;0.760644;
0.0308551;4.23421;0.787483;
0.0308634;4.25597;0.815839;
0.0308728;4.28054;0.848263;
0.0308813;4.30232;0.877362;
0.03089;4.32424;0.907026;
0.030898;4.34426;0.934442;
0.030908;4.3688;0.968493;
0.030916;4.38804;0.995564;
0.0309241;4.40745;1.02321;
0.0309326;4.42741;1.052;
0.0309414;4.44755;1.08146;
0.0309491;4.46506;1.10743;
0.0309574;4.48345;1.13506;
0.0309666;4.5037;1.16594;
0.0309751;4.52201;1.19429;
0.0309838;4.5404;1.2232;
0.0309918;4.557;1.24968;
0.0310018;4.57735;1.28269;
0.0310098;4.59339;1.30916;
0.031018;4.6094;1.33599;
0.0310265;4.62563;1.36364;
0.0310353;4.64225;1.39246;
0.031043;4.65628;1.41722;
0.0310512;4.67118;1.44393;
0.0310602;4.68695;1.47275;
0.0310687;4.70164;1.50014;
0.0310775;4.71633;1.52805;
0.0310854;4.72937;1.55334;
0.0310954;4.74536;1.58502;
0.0311036;4.75805;1.61074;
0.0311119;4.77065;1.63682;
0.0311202;4.78297;1.66291;
0.0311302;4.7973;1.69403;
0.0311381;4.80828;1.71849;
0.0311466;4.81972;1.74457;
0.0311556;4.83159;1.7724;
0.031164;4.84216;1.79787;
0.0311725;4.85261;1.82377;
0.0311806;4.86222;1.84825;
0.0311906;4.87363;1.8783;
0.0311986;4.88241;1.90219;
0.0312067;4.89102;1.92636;
0.0312153;4.89969;1.95156;
0.031224;4.90824;1.97733;
0.0312317;4.91542;1.99981;
0.03124;4.92281;2.02379;
0.03124;4.92283;2.02388;
